turn,total_drivers,min_speed,avg_speed,max_speed
437,99,0,1.6292134831460674,7
438,96,0,1.6477272727272727,8
439,96,0,1.7674418604651163,9
440,96,0,1.8505747126436782,10
441,97,0,1.651685393258427,10
442,97,0,1.4022988505747127,8
443,97,0,1.5454545454545454,9
444,96,0,1.247191011235955,9
445,99,0,1.4719101123595506,10
446,97,0,1.5632183908045978,10
447,96,0,1.5862068965517242,10
448,96,0,1.569767441860465,9
449,95,0,1.5862068965517242,10
450,95,0,1.4942528735632183,9
451,95,0,1.5930232558139534,10
452,94,0,1.4651162790697674,8
453,95,0,1.5465116279069768,9
454,95,0,1.7241379310344827,10
455,95,0,1.7411764705882353,10
456,94,0,1.6705882352941177,9
457,94,0,1.5813953488372092,10
458,95,0,1.588235294117647,10
459,94,0,1.5813953488372092,9
460,95,0,1.576470588235294,10
461,95,0,1.471264367816092,10
462,95,0,1.5465116279069768,8
463,95,0,1.5813953488372092,9
464,95,0,1.5232558139534884,10
465,95,0,1.5172413793103448,10
466,97,0,1.6629213483146068,10
467,97,0,1.6781609195402298,10
468,95,0,1.5172413793103448,8
469,96,0,1.6162790697674418,8
470,96,0,1.6436781609195403,9
471,97,0,1.6292134831460674,10
472,98,0,1.5795454545454546,10
473,96,0,1.4651162790697674,9
474,96,0,1.5,9
475,96,0,1.558139534883721,10
476,94,0,1.5529411764705883,10
477,94,0,1.388235294117647,8
478,94,0,1.3529411764705883,9
479,95,0,1.5172413793103448,10
480,96,0,1.4069767441860466,8
481,95,0,1.3255813953488371,9
482,96,0,1.5340909090909092,10
483,98,0,1.5795454545454546,10
484,97,0,1.4659090909090908,10
485,96,0,1.3333333333333333,9
486,97,0,1.5795454545454546,9
487,98,0,1.7078651685393258,10
488,97,0,1.7126436781609196,10
489,96,0,1.5454545454545454,10
490,97,0,1.4772727272727273,8
491,98,0,1.625,9
492,97,0,1.5842696629213484,10
493,97,0,1.5340909090909092,10
494,98,0,1.5168539325842696,10
495,98,0,1.511111111111111,9
496,99,0,1.4555555555555555,10
497,100,0,1.6153846153846154,10
498,100,0,1.3626373626373627,10
499,100,0,1.4565217391304348,10
500,101,0,1.5054945054945055,9
501,100,0,1.423913043478261,10
502,101,0,1.5108695652173914,10
503,100,0,1.4395604395604396,8
504,101,0,1.4891304347826086,9
505,102,0,1.5161290322580645,10
506,102,0,1.5591397849462365,10
507,102,0,1.4408602150537635,7
508,101,0,1.423913043478261,8
509,101,0,1.6021505376344085,9
510,101,0,1.5698924731182795,10
511,101,0,1.5319148936170213,10
512,100,0,1.5824175824175823,9
513,100,0,1.6703296703296704,10
514,99,0,1.6923076923076923,10
515,99,0,1.6853932584269662,10
516,98,0,1.6777777777777778,10
517,99,0,1.6888888888888889,10
518,99,0,1.6,8
519,100,0,1.5384615384615385,9
520,100,0,1.5714285714285714,10
521,100,0,1.5384615384615385,10
522,99,0,1.6813186813186813,10
523,100,0,1.684782608695652,10
524,102,0,1.6021505376344085,10
525,101,0,1.5108695652173914,10
526,100,0,1.4505494505494505,8
527,101,0,1.4130434782608696,8
528,101,0,1.5543478260869565,9
529,102,0,1.5161290322580645,10
530,101,0,1.358695652173913,10
531,102,0,1.3978494623655915,10
532,101,0,1.3010752688172043,10
533,101,0,1.3763440860215055,10
534,101,0,1.3478260869565217,10
535,102,0,1.4516129032258065,10
536,102,0,1.4574468085106382,10
537,102,0,1.5,10
538,103,0,1.5851063829787233,10
539,102,0,1.565217391304348,8
540,102,0,1.5053763440860215,9
541,102,0,1.5978260869565217,10
542,101,0,1.6129032258064515,10
543,102,0,1.5483870967741935,8
544,101,0,1.5384615384615385,9
545,101,0,1.5,10
546,101,0,1.3626373626373627,9
547,100,0,1.4673913043478262,10
548,100,0,1.4175824175824177,7
549,100,0,1.4175824175824177,8
550,100,0,1.6153846153846154,8
551,101,0,1.7252747252747254,9
552,100,0,1.641304347826087,9
553,100,0,1.5164835164835164,9
554,99,0,1.6333333333333333,8
555,99,0,1.6593406593406594,9
556,99,0,1.5543478260869565,8
557,101,0,1.5604395604395604,9
558,99,0,1.4555555555555555,8
559,99,0,1.4666666666666666,9
560,99,0,1.5054945054945055,9
561,101,0,1.5494505494505495,7
562,100,0,1.4285714285714286,8
563,101,0,1.565217391304348,9
564,100,0,1.3846153846153846,8
565,100,0,1.4615384615384615,9
566,99,0,1.5494505494505495,8
567,100,0,1.3736263736263736,8
568,99,0,1.3555555555555556,8
569,100,0,1.5869565217391304,9
570,99,0,1.5824175824175823,7
571,100,0,1.7032967032967032,8
572,100,0,1.7252747252747254,9
573,99,0,1.6444444444444444,8
574,99,0,1.5054945054945055,9
575,101,0,1.576086956521739,9
576,100,0,1.4395604395604396,7
577,100,0,1.2747252747252746,8
578,101,0,1.5869565217391304,9
579,102,0,1.6914893617021276,9
580,102,0,1.6304347826086956,9
581,100,0,1.6195652173913044,7
582,101,0,1.4623655913978495,7
583,102,0,1.4148936170212767,8
584,103,0,1.6210526315789473,9
585,105,0,1.4842105263157894,8
586,104,0,1.4842105263157894,9
587,103,0,1.4946236559139785,8
588,103,0,1.6129032258064515,7
589,101,0,1.5,8
590,101,0,1.6263736263736264,8
591,101,0,1.6483516483516483,9
592,99,0,1.6483516483516483,8
593,99,0,1.4835164835164836,9
594,100,0,1.5543478260869565,7
595,102,0,1.5638297872340425,7
596,101,0,1.6373626373626373,8
597,101,0,1.7065217391304348,9
598,100,0,1.6666666666666667,10
599,98,0,1.6444444444444444,10
600,98,0,1.6292134831460674,8
601,98,0,1.7777777777777777,9
602,100,0,1.6593406593406594,10
603,100,0,1.6703296703296704,10
604,99,0,1.5333333333333334,9
605,99,0,1.5555555555555556,10
606,98,0,1.3595505617977528,9
607,99,0,1.5393258426966292,10
608,97,0,1.4719101123595506,10
609,96,0,1.5568181818181819,8
610,97,0,1.5172413793103448,9
611,97,0,1.6931818181818181,10
612,96,0,1.3522727272727273,9
613,97,0,1.4318181818181819,9
614,97,0,1.4157303370786516,10
615,97,0,1.404494382022472,7
616,98,0,1.4333333333333333,8
617,99,0,1.4111111111111112,9
618,100,0,1.4555555555555555,7
619,99,0,1.511111111111111,8
620,99,0,1.6263736263736264,8
621,99,0,1.3695652173913044,8
622,99,0,1.4615384615384615,9
623,99,0,1.5164835164835164,6
624,101,0,1.673913043478261,7
625,99,0,1.6630434782608696,8
626,98,0,1.4777777777777779,9
627,99,0,1.5666666666666667,10
628,99,0,1.5333333333333334,8
629,100,0,1.5777777777777777,9
630,99,0,1.550561797752809,10
631,98,0,1.3777777777777778,8
632,97,0,1.3707865168539326,9
633,98,0,1.488888888888889,8
634,99,0,1.4606741573033708,8
635,98,0,1.5842696629213484,9
636,99,0,1.5555555555555556,9
637,99,0,1.6444444444444444,8
638,100,0,1.7692307692307692,9
639,100,0,1.8333333333333333,9
640,98,0,1.7303370786516854,8
641,99,0,1.6043956043956045,9
642,99,0,1.4725274725274726,8
643,100,0,1.4111111111111112,9
644,99,0,1.6043956043956045,8
645,100,0,1.6333333333333333,9
646,98,0,1.4719101123595506,7
647,99,0,1.5888888888888888,7
648,99,0,1.5730337078651686,8
649,98,0,1.5681818181818181,8
650,97,0,1.625,7
651,97,0,1.6,8
652,98,0,1.5555555555555556,9
653,98,0,1.5222222222222221,9
654,99,0,1.5280898876404494,7
655,99,0,1.4285714285714286,8
656,100,0,1.5333333333333334,8
657,99,0,1.4222222222222223,9
658,99,0,1.3932584269662922,8
659,99,0,1.4333333333333333,7
660,100,0,1.5,8
661,99,0,1.3888888888888888,6
662,100,0,1.4945054945054945,6
663,101,0,1.5913978494623655,7
664,102,0,1.6344086021505377,8
665,103,0,1.5425531914893618,8
666,102,0,1.5806451612903225,7
667,101,0,1.5268817204301075,8
668,103,0,1.4946236559139785,9
669,101,0,1.3548387096774193,8
670,101,0,1.4021739130434783,9
671,102,0,1.5212765957446808,9
672,104,0,1.4042553191489362,7
673,103,0,1.5,8
674,103,0,1.648936170212766,9
675,103,0,1.6631578947368422,8
676,104,0,1.6210526315789473,8
677,103,0,1.4680851063829787,8
678,104,0,1.4947368421052631,8
679,103,0,1.6210526315789473,9
680,103,0,1.7446808510638299,9
681,103,0,1.5913978494623655,8
682,102,0,1.4891304347826086,9
683,101,0,1.3333333333333333,9
684,102,0,1.5053763440860215,10
685,101,0,1.5053763440860215,9
686,102,0,1.6063829787234043,10
687,102,0,1.6881720430107527,8
688,101,0,1.5326086956521738,9
689,102,0,1.5869565217391304,10
690,101,0,1.5806451612903225,9
691,102,0,1.5319148936170213,10
692,102,0,1.5957446808510638,9
693,103,0,1.631578947368421,10
694,104,0,1.4526315789473685,8
695,103,0,1.4361702127659575,8
696,102,0,1.423913043478261,7
697,100,0,1.5326086956521738,8
698,101,0,1.6263736263736264,9
699,99,0,1.5888888888888888,9
700,97,0,1.4886363636363635,8
701,98,0,1.5333333333333334,9
702,99,0,1.5168539325842696,9
703,97,0,1.5568181818181819,9
704,97,0,1.6704545454545454,8
705,97,0,1.5617977528089888,8
706,99,0,1.5888888888888888,8
707,98,0,1.4269662921348314,9
708,97,0,1.4204545454545454,8
709,98,0,1.449438202247191,9
710,97,0,1.4545454545454546,9
711,98,0,1.4382022471910112,9
712,98,0,1.3181818181818181,7
713,98,0,1.5444444444444445,8
714,99,0,1.5842696629213484,9
715,98,0,1.4111111111111112,10
716,100,0,1.4456521739130435,8
717,101,0,1.5268817204301075,9
718,102,0,1.6129032258064515,10
719,103,0,1.6736842105263159,9
720,102,0,1.5978260869565217,10
721,100,0,1.4565217391304348,8
722,101,0,1.3956043956043955,9
723,100,0,1.315217391304348,8
724,100,0,1.2307692307692308,7
725,101,0,1.3478260869565217,8
726,102,0,1.3978494623655915,9
727,103,0,1.6344086021505377,10
728,102,0,1.5851063829787233,8
729,104,0,1.5894736842105264,9
730,103,0,1.4680851063829787,8
731,102,0,1.4680851063829787,8
732,104,0,1.4895833333333333,9
733,104,0,1.4361702127659575,9
734,104,0,1.4105263157894736,10
735,103,0,1.3578947368421053,7
736,104,0,1.4421052631578948,8
737,104,0,1.3263157894736841,9
738,104,0,1.3473684210526315,7
739,104,0,1.5157894736842106,8
740,104,0,1.4583333333333333,8
741,105,0,1.3645833333333333,8
742,104,0,1.3404255319148937,9
743,104,0,1.4791666666666667,10
744,104,0,1.4105263157894736,9
745,105,0,1.5208333333333333,10
746,104,0,1.5,7
747,104,0,1.5104166666666667,8
748,105,0,1.5104166666666667,9
749,105,0,1.53125,7
750,105,0,1.4631578947368422,8
751,105,0,1.46875,9
752,105,0,1.5,8
753,105,0,1.5257731958762886,8
754,105,0,1.5104166666666667,9
755,104,0,1.40625,9
756,105,0,1.3854166666666667,9
757,106,0,1.3402061855670102,9
758,107,0,1.2551020408163265,8
759,106,0,1.336734693877551,9
760,107,0,1.4387755102040816,10
761,106,0,1.2857142857142858,9
762,107,0,1.3434343434343434,10
763,108,0,1.4646464646464648,8
764,107,0,1.4489795918367347,9
765,105,0,1.4479166666666667,10
766,105,0,1.4895833333333333,10
767,105,0,1.3157894736842106,8
768,104,0,1.2659574468085106,8
769,104,0,1.4791666666666667,9
770,105,0,1.4,9
771,105,0,1.4639175257731958,9
772,105,0,1.3229166666666667,9
773,105,0,1.25,8
774,106,0,1.3229166666666667,9
775,105,0,1.40625,10
776,103,0,1.368421052631579,8
777,104,0,1.3333333333333333,9
778,106,0,1.3608247422680413,9
779,106,0,1.3505154639175259,10
780,106,0,1.2916666666666667,8
781,104,0,1.40625,9
782,105,0,1.4631578947368422,9
783,105,0,1.5157894736842106,10
784,104,0,1.5319148936170213,8
785,102,0,1.4361702127659575,8
786,102,0,1.4838709677419355,9
787,103,0,1.574468085106383,9
788,103,0,1.5913978494623655,9
789,102,0,1.5425531914893618,8
790,102,0,1.5376344086021505,8
791,103,0,1.425531914893617,9
792,103,0,1.4,10
793,105,0,1.4,10
794,103,0,1.2947368421052632,8
795,103,0,1.3010752688172043,9
796,103,0,1.3157894736842106,10
797,102,0,1.4516129032258065,10
798,102,0,1.351063829787234,7
799,103,0,1.4361702127659575,8
800,103,0,1.5,8
801,104,0,1.4583333333333333,9
802,104,0,1.4375,9
803,106,0,1.4639175257731958,10
804,106,0,1.2916666666666667,10
805,105,0,1.2947368421052632,7
806,103,0,1.2043010752688172,7
807,102,0,1.1914893617021276,8
808,103,0,1.3118279569892473,7
809,102,0,1.4838709677419355,8
810,102,0,1.5108695652173914,8
811,100,0,1.5108695652173914,9
812,101,0,1.6263736263736264,10
813,100,0,1.6813186813186813,8
814,101,0,1.5869565217391304,9
815,100,0,1.5934065934065933,8
816,99,0,1.3595505617977528,8
817,98,0,1.4269662921348314,8
818,98,0,1.449438202247191,8
819,98,0,1.5222222222222221,7
820,99,0,1.6,7
821,100,0,1.7717391304347827,8
822,100,0,1.565217391304348,8
823,102,0,1.391304347826087,9
824,101,0,1.423913043478261,7
825,100,0,1.4456521739130435,7
826,100,0,1.4673913043478262,8
827,101,0,1.5164835164835164,7
828,98,0,1.511111111111111,7
829,99,0,1.7142857142857142,8
830,99,0,1.6111111111111112,9
831,100,0,1.5714285714285714,9
832,100,0,1.641304347826087,8
833,99,0,1.4333333333333333,8
834,100,0,1.5384615384615385,8
835,101,0,1.4395604395604396,8
836,101,0,1.2826086956521738,9
837,100,0,1.211111111111111,8
838,99,0,1.2857142857142858,7
839,101,0,1.4021739130434783,8
840,102,0,1.4787234042553192,8
841,102,0,1.5161290322580645,8
842,102,0,1.4193548387096775,9
843,101,0,1.4731182795698925,8
844,102,0,1.4623655913978495,8
845,102,0,1.351063829787234,7
846,104,0,1.4893617021276595,8
