turn,total_drivers,min_speed,avg_speed,max_speed
847,102,0,1.6021505376344085,7
848,103,0,1.5263157894736843,8
849,104,0,1.6105263157894736,9
850,104,0,1.5625,8
851,102,0,1.2473118279569892,9
852,103,0,1.351063829787234,8
853,103,0,1.3763440860215055,9
854,103,0,1.4105263157894736,8
855,103,0,1.3368421052631578,9
856,104,0,1.4148936170212767,10
857,104,0,1.3894736842105264,10
858,103,0,1.4787234042553192,9
859,103,0,1.3978494623655915,10
860,101,0,1.391304347826087,7
861,101,0,1.2688172043010753,8
862,102,0,1.4130434782608696,9
863,100,0,1.5274725274725274,10
864,100,0,1.5164835164835164,10
865,99,0,1.4606741573033708,10
866,98,0,1.7078651685393258,10
867,98,0,1.6888888888888889,10
868,98,0,1.595505617977528,10
869,99,0,1.5888888888888888,10
870,99,0,1.595505617977528,9
871,98,0,1.595505617977528,10
872,98,0,1.6404494382022472,10
873,97,0,1.6022727272727273,9
874,97,0,1.735632183908046,10
875,95,0,1.5930232558139534,10
876,95,0,1.569767441860465,10
877,95,0,1.6352941176470588,10
878,94,0,1.5116279069767442,9
879,95,0,1.569767441860465,10
880,95,0,1.627906976744186,10
881,95,0,1.5465116279069768,10
882,95,0,1.4823529411764707,10
883,94,0,1.5952380952380953,9
884,94,0,1.6941176470588235,10
885,95,0,1.744186046511628,10
886,94,0,1.7176470588235293,10
887,94,0,1.6627906976744187,9
888,95,0,1.5,10
889,96,0,1.632183908045977,10
890,94,0,1.576470588235294,10
891,94,0,1.6352941176470588,10
892,94,0,1.7058823529411764,10
893,94,0,1.7142857142857142,10
894,93,0,1.7529411764705882,10
895,93,0,1.4823529411764707,7
896,95,0,1.5116279069767442,8
897,95,0,1.430232558139535,8
898,96,0,1.5232558139534884,9
899,95,0,1.6436781609195403,9
900,97,0,1.5632183908045978,10
901,96,0,1.5747126436781609,9
902,97,0,1.7471264367816093,10
903,95,0,1.632183908045977,10
904,96,0,1.6206896551724137,10
905,96,0,1.632183908045977,10
906,95,0,1.6046511627906976,9
907,96,0,1.5340909090909092,10
908,97,0,1.5568181818181819,9
909,97,0,1.5862068965517242,10
910,95,0,1.5,10
911,96,0,1.5681818181818181,10
912,97,0,1.4942528735632183,8
913,96,0,1.3977272727272727,9
914,97,0,1.3409090909090908,10
915,98,0,1.348314606741573,10
916,97,0,1.4367816091954022,9
917,97,0,1.5632183908045978,10
918,96,0,1.5517241379310345,10
919,96,0,1.4545454545454546,9
920,98,0,1.4269662921348314,10
921,98,0,1.5730337078651686,10
922,98,0,1.5617977528089888,6
923,97,0,1.4157303370786516,6
924,98,0,1.4772727272727273,7
925,98,0,1.4943820224719102,8
926,98,0,1.6444444444444444,8
927,97,0,1.4382022471910112,8
928,99,0,1.5054945054945055,9
929,98,0,1.5617977528089888,9
930,97,0,1.471264367816092,7
931,97,0,1.5795454545454546,7
932,97,0,1.5795454545454546,8
933,98,0,1.7666666666666666,8
934,99,0,1.6777777777777778,9
935,99,0,1.6043956043956045,8
936,101,0,1.5274725274725274,9
937,99,0,1.5274725274725274,8
938,101,0,1.6304347826086956,9
939,100,0,1.6521739130434783,8
940,102,0,1.7096774193548387,9
941,100,0,1.7065217391304348,8
942,101,0,1.5806451612903225,9
943,101,0,1.4731182795698925,8
944,103,0,1.6129032258064515,9
945,101,0,1.5053763440860215,8
946,102,0,1.4731182795698925,9
947,101,0,1.3763440860215055,9
948,102,0,1.3695652173913044,7
949,101,0,1.4731182795698925,8
950,103,0,1.5806451612903225,8
951,102,0,1.425531914893617,7
952,103,0,1.5483870967741935,8
953,102,0,1.4680851063829787,6
954,104,0,1.4947368421052631,7
955,104,0,1.8085106382978724,8
956,102,0,1.6702127659574468,8
957,104,0,1.6631578947368422,8
958,104,0,1.4947368421052631,9
959,103,0,1.431578947368421,9
960,102,0,1.3829787234042554,9
961,103,0,1.3829787234042554,8
962,102,0,1.3617021276595744,8
963,103,0,1.5319148936170213,9
964,102,0,1.5161290322580645,7
965,102,0,1.4893617021276595,8
966,103,0,1.5698924731182795,9
967,101,0,1.7282608695652173,9
968,100,0,1.6195652173913044,9
969,101,0,1.6373626373626373,9
970,100,0,1.6956521739130435,10
971,101,0,1.5434782608695652,8
972,100,0,1.4725274725274726,9
973,101,0,1.5806451612903225,10
974,101,0,1.5384615384615385,8
975,101,0,1.4731182795698925,9
976,102,0,1.4086021505376345,10
977,101,0,1.3763440860215055,8
978,103,0,1.4516129032258065,9
979,102,0,1.425531914893617,8
980,103,0,1.4042553191489362,9
981,102,0,1.5268817204301075,8
982,102,0,1.6736842105263159,8
983,101,0,1.5157894736842106,8
984,102,0,1.431578947368421,9
985,103,0,1.5578947368421052,8
986,102,0,1.4623655913978495,8
987,102,0,1.5212765957446808,8
988,103,0,1.5473684210526315,9
989,102,0,1.5376344086021505,10
990,102,0,1.5698924731182795,9
991,102,0,1.641304347826087,9
992,101,0,1.6129032258064515,10
993,102,0,1.6304347826086956,8
994,102,0,1.5698924731182795,9
995,101,0,1.6021505376344085,9
996,101,0,1.5106382978723405,8
997,102,0,1.5434782608695652,9
998,102,0,1.6595744680851063,9
999,101,0,1.5,8
1000,101,0,1.4130434782608696,9
